Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\..\Frontend_UI with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\user_level\templates with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\myapp1\templates with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\locale with glob **/*.mo.
Watching dir C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\corsheaders\locale with glob **/*.mo.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\myapp1\locale with glob **/*.mo.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\user_level\locale with glob **/*.mo.
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\_vendor\packaging\markers.py first seen with mtime 1710328835.0
File C:\ProgramData\anaconda3\envs\django-back\DLLs\_asyncio.pyd first seen with mtime 1708116262.344889
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\aio\_server.py first seen with mtime 1712921480.969993
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1715481292.426401
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\_add_newdocs.py first seen with mtime 1712923111.6088688
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\type\constraint.py first seen with mtime 1712921480.1892266
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\backends\utils.py first seen with mtime 1715481293.3945448
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\files\__init__.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\threads.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\views\generic\edit.py first seen with mtime 1715481293.5372221
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\urls\converters.py first seen with mtime 1715481293.5054786
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\files\storage\__init__.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\linecache.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\wsgiref\handlers.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\internal\python_message.py first seen with mtime 1712921480.3947937
File C:\ProgramData\anaconda3\envs\django-back\DLLs\_hashlib.pyd first seen with mtime 1708116282.2435079
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\_typing.py first seen with mtime 1712921480.8801248
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\_vendor\more_itertools\recipes.py first seen with mtime 1710328835.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\aio\_metadata.py first seen with mtime 1712921480.969993
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1715481293.3472197
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\__init__.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\numerictypes.py first seen with mtime 1712923111.6060748
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\kiwipiepy\_wrap.py first seen with mtime 1712923115.6707668
File C:\ProgramData\anaconda3\envs\django-back\Lib\email\mime\message.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\cloud\translate_v2\client.py first seen with mtime 1712921482.7596295
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\debug.py first seen with mtime 1712921480.1732244
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\rsa\pkcs1.py first seen with mtime 1712921481.4632764
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\internal\__init__.py first seen with mtime 1712921480.3861923
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\cloud\translate_v2\__init__.py first seen with mtime 1712921482.7596295
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\subprocess.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\checks\__init__.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\formats.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\hmac.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\charset_normalizer\utils.py first seen with mtime 1712921481.2983003
(0.047) 
                SELECT VERSION(),
                       @@sql_mode,
                       @@default_storage_engine,
                       @@sql_auto_is_null,
                       @@lower_case_table_names,
                       CONVERT_TZ('2001-01-01 01:00:00', 'UTC', 'UTC') IS NOT NULL
            ; args=None; alias=default
File C:\ProgramData\anaconda3\envs\django-back\Lib\logging\config.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\cloud\version.py first seen with mtime 1712921482.7268994
File C:\ProgramData\anaconda3\envs\django-back\Lib\html\parser.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\_asarray.py first seen with mtime 1712923111.6088688
File C:\ProgramData\anaconda3\envs\django-back\Lib\html\__init__.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\contextvars.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\handlers\wsgi.py first seen with mtime 1715481293.3788998
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\extern\__init__.py first seen with mtime 1710328835.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1715481292.2752905
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\_multiarray_umath.cp312-win_amd64.pyd first seen with mtime 1712923111.639631
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\staticfiles\management\commands\runserver.py first seen with mtime 1715481293.3472197
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\functions\mixins.py first seen with mtime 1715481293.4421666
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1715481293.3945448
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1715481293.5213346
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\user_level\urls.py first seen with mtime 1715593807.60699
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\exceptions.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\aio\_call.py first seen with mtime 1712921480.9619915
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\urls\__init__.py first seen with mtime 1715481293.5054786
File C:\ProgramData\anaconda3\envs\django-back\Lib\_weakrefset.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\staticfiles\management\__init__.py first seen with mtime 1715481293.3472197
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\lib\stride_tricks.py first seen with mtime 1712923111.8389
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\compat\integer.py first seen with mtime 1712921480.1892266
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\auth.py first seen with mtime 1712921481.5502837
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\function\kiwi.py first seen with mtime 1715157679.5315561
File C:\ProgramData\anaconda3\envs\django-back\DLLs\_ssl.pyd first seen with mtime 1708116284.8407922
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\base_subprocess.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\_typing\_char_codes.py first seen with mtime 1712923112.050629
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\base_futures.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\aio\_utils.py first seen with mtime 1712921480.969993
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py first seen with mtime 1715481292.1415732
File C:\ProgramData\anaconda3\envs\django-back\DLLs\pyexpat.pyd first seen with mtime 1708116271.8940432
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\tokens.py first seen with mtime 1711677865.4540513
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1_modules\pem.py first seen with mtime 1712921481.640431
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\files\locks.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py first seen with mtime 1710328835.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\certs.py first seen with mtime 1712921481.5502837
File C:\ProgramData\anaconda3\envs\django-back\Lib\email\utils.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\socket.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\http\cookiejar.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\polynomial\laguerre.py first seen with mtime 1712923111.899926
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\_vendor\packaging\_elffile.py first seen with mtime 1710328835.0
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\myapp1\__init__.py first seen with mtime 1713169004.7006874
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\util\__init__.py first seen with mtime 1712921479.9752893
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\colorama\__init__.py first seen with mtime 1666700775.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\util\ssltransport.py first seen with mtime 1712921479.9833295
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1711677865.4540513
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\auth\transport\_mtls_helper.py first seen with mtime 1712921482.3603168
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1715481292.1415732
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\contrib\__init__.py first seen with mtime 1712921479.9668007
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\views\__init__.py first seen with mtime 1715481292.1415732
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\apps\config.py first seen with mtime 1715481291.6803174
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\options.py first seen with mtime 1715481291.8955526
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\checks\files.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\views\generic\base.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\rsa\transform.py first seen with mtime 1712921481.4632764
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\files\images.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\error.py first seen with mtime 1712921480.1802323
File C:\ProgramData\anaconda3\envs\django-back\Lib\heapq.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\random\_common.cp312-win_amd64.pyd first seen with mtime 1712923111.9208007
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\dispatch\__init__.py first seen with mtime 1715481293.4421666
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\function\lexical_relationship_analysis.py first seen with mtime 1715593807.6015112
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\auth\version.py first seen with mtime 1712921482.3515387
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\api_core\exceptions.py first seen with mtime 1712921482.523686
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\checks\registry.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\polynomial\polynomial.py first seen with mtime 1712923111.899926
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\aio\__init__.py first seen with mtime 1712921480.9619915
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\inspect.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\pprint.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\views\debug.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\_compression.py first seen with mtime 1712921480.873529
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\tqdm\utils.py first seen with mtime 1712922860.478486
File C:\ProgramData\anaconda3\envs\django-back\Lib\email\mime\text.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\backends\mysql\features.py first seen with mtime 1715481293.410334
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\random\_bounded_integers.cp312-win_amd64.pyd first seen with mtime 1712923111.9208007
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\exceptions.py first seen with mtime 1712921481.5502837
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\lib\_iotools.py first seen with mtime 1712923111.8452044
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\filters\output.py first seen with mtime 1711677865.4707017
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\_typing\__init__.py first seen with mtime 1712923112.0539677
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\sql\where.py first seen with mtime 1715481293.4421666
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\util\proxy.py first seen with mtime 1712921479.9752893
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1715481292.426401
File C:\ProgramData\anaconda3\envs\django-back\Lib\difflib.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1715481292.1415732
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\corsheaders\apps.py first seen with mtime 1713169633.2566342
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\management\commands\__init__.py first seen with mtime 1715481293.3788998
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\_methods.py first seen with mtime 1712923111.6143782
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\constants.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\sessions\apps.py first seen with mtime 1715481293.1410866
